,Playing Time,Performance,Expected,Progression,Per 90 Minutes,,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
435,Emile Smith Rowe,eng ENG,MF,Fulham,24-182,2000,20,16,"1,282",14.2,4,2,6,4,0,0,1,0,3.3,3.3,1.0,4.3,38,85,78,0.28,0.14,0.42,0.28,0.42,0.23,0.07,0.30,0.23,0.30,Matches,,,,,,,
436,Dominic Solanke,eng ENG,FW,Tottenham,27-134,1997,18,18,"1,598",17.8,7,3,10,7,0,0,0,0,8.5,8.5,2.6,11.0,27,37,71,0.39,0.17,0.56,0.39,0.56,0.48,0.14,0.62,0.48,0.62,Matches,,,,,,,
437,Carlos Soler,es ESP,"MF,FW",West Ham,28-024,1997,17,9,841,9.3,1,1,2,1,0,0,5,0,1.1,1.1,1.0,2.1,9,39,19,0.11,0.11,0.21,0.11,0.21,0.12,0.11,0.23,0.12,0.23,Matches,,,,,,,
438,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-148,1999,14,1,241,2.7,1,0,1,1,0,0,1,0,1.0,1.0,0.4,1.4,10,4,14,0.37,0.00,0.37,0.37,0.37,0.35,0.15,0.51,0.35,0.51,Matches,,,,,,,
439,Tomáš Souček,cz CZE,MF,West Ham,29-334,1995,20,17,"1,525",16.9,5,1,6,5,0,0,6,0,3.5,3.5,1.0,4.5,3,47,39,0.30,0.06,0.35,0.30,0.35,0.21,0.06,0.27,0.21,0.27,Matches,,,,,,,
440,Boubakary Soumaré,fr FRA,MF,Leicester City,25-334,1999,15,11,"1,015",11.3,0,0,0,0,0,0,8,0,0.2,0.2,0.1,0.3,15,46,9,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,,
441,Djed Spence,eng ENG,DF,Tottenham,24-170,2000,10,6,590,6.6,0,1,1,0,0,0,3,1,0.1,0.1,0.9,1.0,20,33,30,0.00,0.15,0.15,0.00,0.15,0.02,0.13,0.15,0.02,0.15,Matches,,,,,,,
442,Jay Stansfield,eng ENG,MF,Fulham,22-063,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
443,Jason Steele,eng ENG,GK,Brighton,34-161,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
444,Jack Stephens,eng ENG,DF,Southampton,30-365,1994,10,10,793,8.8,0,0,0,0,0,0,2,2,0.3,0.3,0.1,0.4,11,43,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,,
445,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-049,1994,8,3,217,2.4,0,1,1,0,0,0,1,0,0.9,0.9,0.2,1.0,13,12,36,0.00,0.41,0.41,0.00,0.41,0.36,0.07,0.43,0.36,0.43,Matches,,,,,,,
446,Ross Stewart,sct SCO,"FW,MF",Southampton,28-199,1996,4,1,132,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,,
447,Jakub Stolarczyk,pl POL,GK,Leicester City,24-038,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
448,John Stones,eng ENG,"DF,MF",Manchester City,30-243,1994,9,4,368,4.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,8,19,1,0.49,0.00,0.49,0.49,0.49,0.11,0.02,0.12,0.11,0.12,Matches,,,,,,,
449,Jørgen Strand Larsen,no NOR,FW,Wolves,24-355,2000,23,22,"1,833",20.4,7,2,9,7,0,0,2,0,6.3,6.3,1.6,7.9,9,18,63,0.34,0.10,0.44,0.34,0.44,0.31,0.08,0.39,0.31,0.39,Matches,,,,,,,
450,Yukinari Sugawara,jp JPN,DF,Southampton,24-212,2000,20,13,"1,156",12.8,1,1,2,1,0,0,3,0,0.4,0.4,2.2,2.6,25,58,57,0.08,0.08,0.16,0.08,0.16,0.03,0.17,0.20,0.03,0.20,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
451,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22-346,2002,11,3,285,3.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,11,5,21,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,,,,,,,
452,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-088,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,,,,,,,
453,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-124,1995,18,13,978,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches,,,,,,,
454,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-093,2000,20,15,"1,368",15.2,3,2,5,3,0,0,6,0,5.4,5.4,3.0,8.5,48,80,76,0.20,0.13,0.33,0.20,0.33,0.36,0.20,0.56,0.36,0.56,Matches,,,,,,,
455,Matt Targett,eng ENG,DF,Newcastle Utd,29-130,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
456,James Tarkowski,eng ENG,DF,Everton,32-068,1992,22,22,"1,971",21.9,0,0,0,0,0,0,4,0,0.9,0.9,1.9,2.8,4,51,3,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches,,,,,,,
457,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-310,1999,16,13,"1,151",12.8,1,5,6,1,0,0,2,0,4.3,4.3,2.6,6.9,27,73,84,0.08,0.39,0.47,0.08,0.47,0.33,0.20,0.54,0.33,0.54,Matches,,,,,,,
458,Charlie Taylor,eng ENG,DF,Southampton,31-130,1993,7,2,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,
459,Jack Taylor,ie IRL,MF,Ipswich Town,26-217,1998,17,1,404,4.5,1,0,1,1,0,0,3,0,0.5,0.5,0.5,1.1,8,32,12,0.22,0.00,0.22,0.22,0.22,0.12,0.12,0.24,0.12,0.24,Matches,,,,,,,
460,Kenny Tete,nl NED,DF,Fulham,29-109,1995,15,15,"1,262",14.0,0,2,2,0,0,0,3,0,1.0,1.0,0.7,1.8,33,42,39,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.13,0.07,0.13,Matches,,,,,,,
461,Thiago,br BRA,FW,Brentford,23-214,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.11,0.07,0.11,Matches,,,,,,,
462,Luke Thomas,eng ENG,DF,Leicester City,23-230,2001,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,5,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,
463,Youri Tielemans,be BEL,MF,Aston Villa,27-264,1997,22,22,"1,861",20.7,1,4,5,1,0,1,3,0,2.1,1.3,4.3,5.6,25,131,24,0.05,0.19,0.24,0.05,0.24,0.10,0.21,0.31,0.06,0.27,Matches,,,,,,,
464,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-235,1997,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,1.50,Matches,,,,,,,
465,Jurriën Timber,nl NED,DF,Arsenal,23-223,2001,20,19,"1,665",18.5,1,1,2,1,0,0,6,0,0.7,0.7,0.7,1.4,32,84,57,0.05,0.05,0.11,0.05,0.11,0.04,0.04,0.07,0.04,0.07,Matches,,,,,,,
466,Jean-Clair Todibo,fr FRA,DF,West Ham,25-027,1999,15,8,866,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,17,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
467,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-160,1995,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,
468,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-082,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37,Matches,,,,,,,
469,Sandro Tonali,it ITA,MF,Newcastle Utd,24-263,2000,21,14,"1,371",15.2,1,1,2,1,0,0,4,0,3.1,3.1,0.6,3.6,19,64,31,0.07,0.07,0.13,0.07,0.13,0.20,0.04,0.24,0.20,0.24,Matches,,,,,,,
470,Pau Torres,es ESP,DF,Aston Villa,28-010,1997,18,18,"1,549",17.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,31,70,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,
471,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,31-328,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42,Matches,,,,,,,
472,Adama Traoré,es ESP,"FW,MF",Fulham,29-001,1996,21,11,"1,009",11.2,2,3,5,2,0,0,2,0,3.3,3.3,3.0,6.2,58,35,93,0.18,0.27,0.45,0.18,0.45,0.29,0.27,0.56,0.29,0.56,Matches,,,,,,,
473,Mark Travers,ie IRL,GK,Bournemouth,25-253,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
474,Ryan Trevitt,eng ENG,MF,Brentford,21-320,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
475,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-129,1990,13,5,514,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,10,36,26,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
476,Leandro Trossard,be BEL,FW,Arsenal,30-053,1994,23,15,"1,366",15.2,4,4,8,4,0,0,3,1,3.7,3.7,4.0,7.6,50,60,119,0.26,0.26,0.53,0.26,0.53,0.24,0.26,0.50,0.24,0.50,Matches,,,,,,,
477,Kostas Tsimikas,gr GRE,DF,Liverpool,28-259,1996,10,3,343,3.8,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,9,39,15,0.00,0.26,0.26,0.00,0.26,0.02,0.25,0.27,0.02,0.27,Matches,,,,,,,
478,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-073,1997,11,10,887,9.9,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,4,20,3,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04,Matches,,,,,,,
479,Destiny Udogie,it ITA,DF,Tottenham,22-059,2002,18,18,"1,430",15.9,0,1,1,0,0,0,2,0,0.3,0.3,1.3,1.6,39,97,79,0.00,0.06,0.06,0.00,0.06,0.02,0.08,0.10,0.02,0.10,Matches,,,,,,,
480,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-290,2001,16,11,918,10.2,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.8,7,33,9,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches,,,,,,,
481,Lesley Ugochukwu,fr FRA,MF,Southampton,20-306,2004,13,6,665,7.4,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.9,14,29,10,0.00,0.14,0.14,0.00,0.14,0.05,0.07,0.11,0.05,0.11,Matches,,,,,,,
482,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-261,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches,,,,,,,
483,Virgil van Dijk,nl NED,DF,Liverpool,33-202,1991,22,22,"1,980",22.0,1,1,2,1,0,0,1,0,1.5,1.5,0.4,2.0,8,98,4,0.05,0.05,0.09,0.05,0.09,0.07,0.02,0.09,0.07,0.09,Matches,,,,,,,
484,Jamie Vardy,eng ENG,FW,Leicester City,38-015,1987,20,20,"1,641",18.2,6,3,9,5,1,1,4,0,7.3,6.5,2.4,8.9,17,15,74,0.33,0.16,0.49,0.27,0.44,0.40,0.13,0.53,0.35,0.49,Matches,,,,,,,
485,Renato Veiga,pt POR,"DF,MF",Chelsea,21-181,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4,7,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,,
486,Joël Veltman,nl NED,DF,Brighton,33-011,1992,17,17,"1,463",16.3,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.7,28,71,26,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,
487,Micky van de Ven,nl NED,DF,Tottenham,23-282,2001,9,9,788,8.8,0,2,2,0,0,0,4,0,0.4,0.4,1.2,1.5,8,43,1,0.00,0.23,0.23,0.00,0.23,0.04,0.13,0.17,0.04,0.17,Matches,,,,,,,
488,Bart Verbruggen,nl NED,GK,Brighton,22-161,2002,21,21,"1,890",21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
489,Jannik Vestergaard,dk DEN,DF,Leicester City,32-176,1992,14,13,"1,111",12.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,2,22,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
490,Guglielmo Vicario,it ITA,GK,Tottenham,28-111,1996,12,12,"1,080",12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
491,Carlos Vinícius,br BRA,MF,Fulham,29-307,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.83,0.83,Matches,,,,,,,
492,Kyle Walker,eng ENG,DF,Manchester City,34-243,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,,,,,,,
493,Kyle Walker-Peters,eng ENG,DF,Southampton,27-288,1997,21,21,"1,870",20.8,0,2,2,0,0,0,5,0,0.5,0.5,2.5,3.0,79,94,88,0.00,0.10,0.10,0.00,0.10,0.02,0.12,0.14,0.02,0.14,Matches,,,,,,,
494,Christian Walton,eng ENG,GK,Ipswich Town,29-078,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
495,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-061,1997,21,20,"1,804",20.0,2,1,3,2,0,0,1,0,1.0,1.0,1.3,2.2,62,79,75,0.10,0.05,0.15,0.10,0.15,0.05,0.06,0.11,0.05,0.11,Matches,,,,,,,
496,Danny Ward,wls WAL,GK,Leicester City,31-218,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
497,James Ward-Prowse,eng ENG,MF,West Ham,30-086,1994,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
498,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-086,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.00,0.23,0.23,0.00,0.23,0.01,0.25,0.26,0.01,0.26,Matches,,,,,,,
499,Ollie Watkins,eng ENG,FW,Aston Villa,29-027,1995,22,18,"1,531",17.0,10,4,14,8,2,2,0,0,11.4,9.8,2.2,12.1,30,14,100,0.59,0.24,0.82,0.47,0.71,0.67,0.13,0.80,0.58,0.71,Matches,,,,,,,
500,Adam Webster,eng ENG,DF,Brighton,30-022,1995,6,3,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,20,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
501,Danny Welbeck,eng ENG,FW,Brighton,34-061,1990,17,15,"1,283",14.3,6,2,8,6,0,0,1,0,5.9,5.9,0.5,6.4,13,32,51,0.42,0.14,0.56,0.42,0.56,0.41,0.04,0.45,0.41,0.45,Matches,,,,,,,
502,Timo Werner,de GER,"FW,MF",Tottenham,28-326,1996,17,4,507,5.6,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,29,87,0.00,0.53,0.53,0.00,0.53,0.17,0.44,0.62,0.17,0.62,Matches,,,,,,,
503,Adam Wharton,eng ENG,MF,Crystal Palace,20-238,2004,8,8,622,6.9,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,6,61,6,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches,,,,,,,
504,Ben White,eng ENG,DF,Arsenal,27-110,1997,9,7,695,7.7,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,4,30,15,0.00,0.13,0.13,0.00,0.13,0.02,0.06,0.07,0.02,0.07,Matches,,,,,,,
505,Mats Wieffer,nl NED,MF,Brighton,25-071,1999,13,4,471,5.2,1,1,2,1,0,0,2,0,0.5,0.5,0.6,1.0,5,34,8,0.19,0.19,0.38,0.19,0.38,0.09,0.10,0.19,0.09,0.19,Matches,,,,,,,
506,Neco Williams,wls WAL,DF,Nott'ham Forest,23-288,2001,20,13,"1,244",13.8,0,1,1,0,0,0,4,0,1.1,1.1,0.6,1.6,35,39,36,0.00,0.07,0.07,0.00,0.07,0.08,0.04,0.12,0.08,0.12,Matches,,,,,,,
507,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-159,1999,20,6,597,6.6,0,1,1,0,0,0,2,0,0.9,0.9,1.4,2.2,20,24,47,0.00,0.15,0.15,0.00,0.15,0.13,0.21,0.34,0.13,0.34,Matches,,,,,,,
508,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-334,1992,4,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
509,Harry Wilson,wls WAL,"FW,MF",Fulham,27-310,1997,18,7,787,8.7,5,1,6,5,0,0,2,0,3.2,3.2,1.0,4.2,15,39,70,0.57,0.11,0.69,0.57,0.69,0.37,0.11,0.48,0.37,0.48,Matches,,,,,,,
510,Harry Winks,eng ENG,MF,Leicester City,28-359,1996,17,15,"1,276",14.2,0,2,2,0,0,0,3,0,0.2,0.2,1.1,1.3,14,82,9,0.00,0.14,0.14,0.00,0.14,0.01,0.08,0.09,0.01,0.09,Matches,,,,,,,
511,Ben Winterburn,eng ENG,MF,Bournemouth,20-144,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
512,Yoane Wissa,cd COD,FW,Brentford,28-145,1996,19,18,"1,481",16.5,11,2,13,11,0,0,2,0,10.2,10.2,1.3,11.6,35,34,83,0.67,0.12,0.79,0.67,0.79,0.62,0.08,0.70,0.62,0.70,Matches,,,,,,,
513,Chris Wood,nz NZL,FW,Nott'ham Forest,33-050,1991,23,22,"1,834",20.4,14,2,16,12,2,2,1,0,8.1,6.5,1.5,8.0,12,23,54,0.69,0.10,0.79,0.59,0.69,0.40,0.07,0.47,0.32,0.39,Matches,,,,,,,
514,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-240,2002,8,6,579,6.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,16,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,
515,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-097,1998,9,8,737,8.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
516,Yehor Yarmoliuk,ua UKR,MF,Brentford,20-331,2004,17,6,618,6.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,11,27,33,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches,,,,,,,
517,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-066,1997,22,15,"1,457",16.2,1,0,1,1,0,0,6,0,1.7,1.7,0.7,2.4,12,37,11,0.06,0.00,0.06,0.06,0.06,0.11,0.04,0.15,0.11,0.15,Matches,,,,,,,
518,Leny Yoro,fr FRA,DF,Manchester Utd,19-074,2005,9,4,422,4.7,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,2,18,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,,,,,,,
519,Ashley Young,eng ENG,DF,Everton,39-201,1985,19,17,"1,472",16.4,1,3,4,1,0,0,5,1,0.2,0.2,1.4,1.7,17,79,20,0.06,0.18,0.24,0.06,0.24,0.01,0.09,0.10,0.01,0.10,Matches,,,,,,,
520,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-147,2002,23,23,"2,070",23.0,0,0,0,0,0,0,3,0,0.8,0.8,0.5,1.3,16,84,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,,,,,,,
521,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-042,1996,8,2,243,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,19,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,,
522,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-249,2001,22,8,831,9.2,3,1,4,3,0,0,1,0,3.3,3.3,1.4,4.7,5,27,40,0.32,0.11,0.43,0.32,0.43,0.35,0.15,0.51,0.35,0.51,Matches,,,,,,,
523,Martin Ødegaard,no NOR,MF,Arsenal,26-040,1998,15,14,"1,200",13.3,1,3,4,0,1,1,1,0,2.9,2.2,2.4,4.6,39,134,76,0.07,0.23,0.30,0.00,0.23,0.22,0.18,0.40,0.16,0.34,Matches,,,,,,,
